,chip,date,date_index,concentration,dataset,prob_neg_label_positive,total_label_positive,prob_pos_label_positive,prob_neg_label_rods,total_label_rods,prob_pos_label_rods,prob_neg_label_filaments,total_label_filaments,prob_pos_label_filaments,prob_neg_label_planktonic,total_label_planktonic,prob_pos_label_planktonic,prob_neg_label_clumped,total_label_clumped,prob_pos_label_clumped
0,0.0,20220614,1,0,0,0.2426778242677824,478.0,0.7573221757322176,0.997907949790795,478.0,0.0020920502092049,1.0,478.0,0.0,0.2447698744769874,478.0,0.7552301255230126,0.3284518828451883,478.0,0.6715481171548117
1,1.0,20220614,1,2,0,0.2413793103448276,319.0,0.7586206896551724,1.0,319.0,0.0,1.0,319.0,0.0,0.2445141065830721,319.0,0.755485893416928,0.3761755485893417,319.0,0.6238244514106583
2,2.0,20220614,1,4,0,0.1481481481481481,486.0,0.8518518518518519,0.948559670781893,486.0,0.051440329218107,0.9814814814814816,486.0,0.0185185185185183,0.1337448559670782,486.0,0.8662551440329218,0.1872427983539094,486.0,0.8127572016460907
3,3.0,20220614,1,5,0,0.6123711340206186,485.0,0.3876288659793814,0.909278350515464,485.0,0.0907216494845359,0.9587628865979382,485.0,0.0412371134020618,0.4515463917525773,485.0,0.5484536082474227,0.4206185567010309,485.0,0.5793814432989691
4,4.0,20220614,1,6,0,0.9518828451882844,478.0,0.0481171548117156,0.9309623430962344,478.0,0.0690376569037656,0.9623430962343096,478.0,0.0376569037656904,0.8744769874476988,478.0,0.1255230125523012,0.9351464435146444,478.0,0.0648535564853556
5,5.0,20220614,1,7,0,0.9912663755458516,458.0,0.0087336244541483,0.9563318777292577,458.0,0.0436681222707423,0.9672489082969432,458.0,0.0327510917030567,0.8951965065502183,458.0,0.1048034934497816,0.945414847161572,458.0,0.054585152838428
6,0.0,20220614,2,8,1,0.9979674796747968,492.0,0.0020325203252031,0.9939024390243902,492.0,0.0060975609756097,0.9979674796747968,492.0,0.0020325203252031,0.9878048780487804,492.0,0.0121951219512196,0.9898373983739838,492.0,0.0101626016260162
7,1.0,20220614,2,9,1,0.9979550102249488,489.0,0.0020449897750511,0.9959100204498976,489.0,0.0040899795501023,1.0,489.0,0.0,0.9897750511247444,489.0,0.0102249488752556,0.9918200408997956,489.0,0.0081799591002044
8,2.0,20220614,2,10,1,1.0,477.0,0.0,0.9958071278825996,477.0,0.0041928721174003,0.9979035639412998,477.0,0.0020964360587002,0.9853249475890984,477.0,0.0146750524109016,1.0,477.0,0.0
9,3.0,20220614,2,12,1,1.0,468.0,0.0,0.997863247863248,468.0,0.002136752136752,1.0,468.0,0.0,0.9893162393162394,468.0,0.0106837606837606,0.997863247863248,468.0,0.002136752136752
10,4.0,20220614,2,14,1,1.0,459.0,0.0,1.0,459.0,0.0,1.0,459.0,0.0,0.9912854030501088,459.0,0.0087145969498911,0.9956427015250544,459.0,0.0043572984749455
11,5.0,20220614,2,20,1,1.0,473.0,0.0,1.0,473.0,0.0,1.0,473.0,0.0,0.9873150105708244,473.0,0.0126849894291756,1.0,473.0,0.0
